name,location,cuisines,rating,approx_cost
Tea Villa Cafe,Jayanagar,"Cafe, Continental, Mediterranean, Italian, Desserts",4.3,800.0
Cafe Cosy,Jayanagar,"Cafe, Chinese, Continental, Fast Food",4.1,800.0
Onesta,Basavanagudi,"Pizza, Cafe, Italian",4.6,600.0
Cafe Coffee Day,Basavanagudi,"Cafe, Fast Food",2.8,900.0
Go Native,Jayanagar,"Healthy Food, Cafe, Beverages",4.3,800.0
Alchemy Coffee Roasters,Jayanagar,Cafe,4.2,500.0
Rooftop Cafe,Jayanagar,"Cafe, Fast Food, Beverages",4.1,400.0
Enerjuvate Studio & Cafe,Jayanagar,"Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad",4.2,800.0
Fabcafe,Jayanagar,"Cafe, Healthy Food",0.0,800.0
The Caramelts Cafe,Jayanagar,"Cafe, Salad, Wraps, Beverages",4.2,800.0
SlimSins Cafe,Jayanagar,"Cafe, Healthy Food",4.1,850.0
Krazzy Folds,Jayanagar,"Cafe, Continental, Sandwich, Beverages",4.2,800.0
Starbucks,Jayanagar,"Cafe, Desserts",4.1,700.0
The Studio Cafe,Jayanagar,"Cafe, Beverages",3.8,400.0
Cafe Terra,Jayanagar,"Cafe, Continental",0.0,700.0
La Grande Cafe,Jayanagar,Cafe,3.8,400.0
36th Cross Coffee Mane,Jayanagar,"South Indian, Chinese, Beverages, Cafe, Coffee, Fast Food, Momos, North Indian",3.6,200.0
4th Tea Block,Jayanagar,Cafe,4.0,150.0
Cuppa,Jayanagar,"Cafe, Fast Food",3.2,550.0
Brews N Bites,Jayanagar,"Chinese, Fast Food, Cafe",2.9,650.0
Brew Bakes,Jayanagar,"Cafe, Continental, Italian",3.4,550.0
Bread and Circus,Shanti Nagar,"Cafe, Fast Food, Pizza, Burger",3.7,550.0
Swati Cafe,Shanti Nagar,"Cafe, Fast Food",2.9,500.0
Chaai Resto,Jayanagar,"Cafe, Beverages, Fast Food, Rolls",0.0,300.0
Rustic Treats,Jayanagar,"Street Food, Cafe",3.3,400.0
People Tree Cafe,Jayanagar,"Cafe, Fast Food, Beverages",3.7,400.0
eat.fit,Koramangala 5th Block,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",4.6,500.0
Leon Grill,Jayanagar,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",4.1,500.0
Dr. Bubbles,Jayanagar,"Beverages, Desserts",4.2,400.0
Shanmukha,Koramangala 5th Block,"Biryani, Andhra, North Indian, Chinese",4.0,800.0
Bhukkhad Baba,JP Nagar,"North Indian, Beverages",3.7,250.0
Subway,Basavanagudi,"Salad, Fast Food",3.7,600.0
Mysuru Coffee Thindi,Jayanagar,"South Indian, Coffee",4.1,200.0
Smoke-A-Pot,JP Nagar,"Biryani, North Indian, Rolls",3.6,500.0
Just Shawarma,Jayanagar,Arabian,4.3,300.0
The Biriyani Pedia,BTM,Biryani,3.9,300.0
Paratha Junction,Jayanagar,"North Indian, Chinese",3.2,300.0
SL Vadapav,Jayanagar,Maharashtrian,4.0,100.0
Wazir's,Shanti Nagar,"North Indian, Chinese",3.3,500.0
Krispy Kreme,Jayanagar,"Desserts, Beverages",4.0,300.0
Marenahalli Donne Biriyani,JP Nagar,"Biryani, Fast Food",3.9,300.0
Keventers,Jayanagar,"Desserts, Beverages, Ice Cream",3.9,400.0
Namma Banashankari Donne Biryani,JP Nagar,"Biryani, Kebab",4.0,250.0
Dadi's Dum Biryani,BTM,"Biryani, North Indian, Mughlai",4.1,800.0
Tummy Fuel,Jayanagar,"Cafe, Beverages, Fast Food",4.2,400.0
XO Belgian Waffle,Basavanagudi,"Desserts, Beverages",3.9,400.0
Kanti Sweets,Jayanagar,"Mithai, Street Food",3.9,400.0
Firangi Bake,Banashankari,"Mexican, Italian",4.0,600.0
Pani Kum Chai,Jayanagar,Fast Food,3.9,200.0
Lassi Shop,Basavanagudi,"Beverages, Juices",3.7,100.0
Cake Chemistry,Jayanagar,"Bakery, Desserts",0.0,500.0
Rajanna Military Hotel,Jayanagar,"Biryani, Fast Food",4.1,400.0
Sri Sai 99 Variety Dosa,Jayanagar,South Indian,3.6,300.0
Protein Grillhouse,Jayanagar,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",4.2,800.0
Punjabi by Nature 2.0,BTM,North Indian,4.2,1600.0
Peace Restaurant,Shanti Nagar,"Chinese, Tibetan",2.8,500.0
Pin Me Down,BTM,"Continental, Mexican, Chinese, North Indian",4.5,800.0
Swathi Deluxe Restaurant,Shanti Nagar,North Indian,3.0,500.0
Ishta Cafe,Jayanagar,"Pizza, South Indian, Healthy Food",3.9,500.0
Chetty's Corner,Jayanagar,"Fast Food, Burger",3.6,150.0
Cakewala,Jayanagar,"Bakery, Desserts",4.3,500.0
The Belgian Waffle Co.,Jayanagar,"Desserts, Beverages",3.8,350.0
Cake Paradise,Jayanagar,"Bakery, Desserts",0.0,350.0
UP Style North Indian Food,Jayanagar,North Indian,3.6,100.0
Wat-a-Burger!,Jayanagar,"Burger, Sandwich, Beverages",4.0,500.0
Classic Shop,BTM,"Beverages, Juices",3.7,150.0
Food And You,BTM,"North Indian, South Indian, Gujarati",3.9,350.0
Iyengar Bakery,Jayanagar,"Bakery, Fast Food, Desserts, Beverages",3.6,200.0
All Aromas,Jayanagar,"North Indian, Biryani",0.0,400.0
Vakulaa Veg Restaurant,Jayanagar,"South Indian, North Indian",3.9,200.0
McDonald's,Basavanagudi,"Burger, Fast Food",3.6,500.0
Malabar Bay,BTM,"Kerala, Seafood, Chinese, Biryani, Juices",4.2,800.0
Sahana's (Nati Style),Wilson Garden,North Indian,3.7,350.0
Turkish Shawarma,BTM,Rolls,3.6,200.0
Ambur Biryani,Koramangala 8th Block,Biryani,0.0,200.0
Ross Kitchen,BTM,Chinese,3.6,400.0
Fanoos Xprss,Jayanagar,"Arabian, Rolls, North Indian, BBQ",3.7,400.0
Khan Saheb Grills and Rolls,Jayanagar,"Fast Food, Rolls",3.9,350.0
Desi Vdesi,Shanti Nagar,"Fast Food, North Indian, Rolls",3.9,250.0
Bhavani Chats N Juice,Jayanagar,"Beverages, Street Food",3.9,200.0
LIT Gastro Pub,Jayanagar,"Chinese, Continental, Burger, Pizza",3.8,1000.0
Cocoa Bakes,Jayanagar,"Bakery, Desserts",0.0,350.0
Karavali Kolimane,Wilson Garden,"Mangalorean, Chinese, North Indian",3.7,350.0
Durga Sagar,Shanti Nagar,South Indian,3.3,150.0
Jayanagara Donne Biryani,Jayanagar,"Biryani, South Indian",3.6,400.0
Bakers Town,BTM,"Cafe, Continental, Fast Food",3.6,700.0
Domino's Pizza,Wilson Garden,"Pizza, Fast Food",3.7,800.0
Ice Cream Works,Jayanagar,"Desserts, Ice Cream",4.1,300.0
Sreeraj Lassi Bar,Shanti Nagar,"Beverages, Desserts",3.9,150.0
Rahhams,Shanti Nagar,"Mughlai, North Indian, Chinese",2.6,700.0
Baskin Robbins,Jayanagar,"Ice Cream, Desserts",3.6,250.0
The Good Bowl,Basavanagudi,North Indian,0.0,500.0
Hushy's Kitchen,Shanti Nagar,Fast Food,3.5,300.0
The Cake City,Shanti Nagar,"Chinese, Continental, Desserts, Bakery",3.2,300.0
Bubblewrap Waffle Co.,Jayanagar,"Desserts, Beverages",4.4,400.0
Waffle Stories,Jayanagar,"Desserts, Beverages",4.2,300.0
Grillopia,BTM,"Burger, Pizza, Fast Food",3.8,1000.0
SLV Ragigudda,Jayanagar,"South Indian, Indian",0.0,400.0
Hotel Empark,Wilson Garden,"Chinese, North Indian, Arabian",3.4,800.0
Navami,Jayanagar,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",3.5,600.0
Thyme & Whisk,Jayanagar,"Asian, Chinese, Continental, Italian",0.0,800.0
Quench & Crunch,Shanti Nagar,"Beverages, Fast Food",3.6,150.0
Shake It Off,Jayanagar,"Beverages, Fast Food",4.4,600.0
Xpress Chai,BTM,Tea,3.7,150.0
Thanco's Natural Ice Cream,Basavanagudi,"Ice Cream, Desserts",3.6,450.0
Mudpipe Cafe,BTM,"Cafe, Continental, Burger",4.5,900.0
Karavali Grand,Koramangala 5th Block,"Mangalorean, Seafood, North Indian, Chinese",3.7,600.0
City Durbar,Jayanagar,"North Indian, Chinese, Biryani",3.7,450.0
Chinese House,Jayanagar,"Chinese, Thai, Momos",2.8,300.0
Nammura Donne Biriyani,Basavanagudi,"Mughlai, Biryani",3.5,400.0
Marzipan @ The Bohemian House,Richmond Road,Cafe,4.2,700.0
A2B Veg - Adyar Ananda Bhavan,Basavanagudi,"South Indian, Fast Food, Street Food",2.7,400.0
Indori Chatorey,BTM,"North Indian, Street Food",2.8,300.0
Bombay Kulfi,Jayanagar,"Desserts, Ice Cream",3.8,150.0
Mockaholic Restro Beer Cafe,JP Nagar,"North Indian, Chinese, Pizza, BBQ",3.9,1000.0
3 Spice,Wilson Garden,"North Indian, Chinese",3.9,450.0
Ascharya Hotel,Koramangala 5th Block,"Mangalorean, South Indian",3.3,300.0
Mug N Bean,Jayanagar,"Cafe, Continental, Italian, Burger",3.9,400.0
Bakers77,Jayanagar,"Bakery, Fast Food",4.0,400.0
Chai Culture,Jayanagar,Beverages,3.6,200.0
Desi Inn,Shanti Nagar,North Indian,3.5,300.0
Black Cup Cafe,BTM,"Cafe, Fast Food, Beverages",3.7,400.0
Pop Hop,Jayanagar,"Ice Cream, Desserts",4.1,300.0
Aramane Donne Briyani,JP Nagar,"Biryani, Fast Food",4.0,300.0
Nandhi Andhra Style Family Restaurant,Jayanagar,"Seafood, Biryani, South Indian, North Indian, Chinese, Kebab",3.4,400.0
New Udupi Upahar,Jayanagar,"South Indian, North Indian",3.5,300.0
Ramji Chaiwale,Jayanagar,"Beverages, Fast Food",3.6,250.0
1441 Pizzeria,JP Nagar,"Pizza, Salad",4.1,800.0
New Chickpete Donne Biryani,Basavanagudi,Biryani,3.5,250.0
Hari Super Sandwich,Basavanagudi,"Fast Food, Street Food",4.1,200.0
David's Kitchen,BTM,"North Indian, South Indian, Chinese",3.5,200.0
Fudge,Jayanagar,"Desserts, Momos",3.2,200.0
Mumbai Kulfi,JP Nagar,"Desserts, Ice Cream",0.0,200.0
Navya Foods,HSR,"North Indian, Fast Food",3.4,300.0
Shyvan Restaurant,Shanti Nagar,"North Indian, Chinese",3.6,500.0
Mecaf Family Restaurant,BTM,"North Indian, Chinese, Fast Food",3.9,400.0
Quench The Juice Lounge,Jayanagar,"Beverages, Juices, Ice Cream",3.6,150.0
Cafe Noir,Koramangala 7th Block,"European, French, Salad",0.0,1500.0
Euki,Jayanagar,"Italian, Mexican",4.1,900.0
PK Dhaba,Marathahalli,"North Indian, Fast Food, Beverages",0.0,250.0
Kalpavriksha Upahara,Jayanagar,"South Indian, North Indian, Chinese",3.9,400.0
Vinaya Cafe,Jayanagar,"South Indian, Street Food, Juices",3.4,200.0
Bombay Talkies,Jayanagar,"Maharashtrian, Fast Food, Street Food, Sandwich",3.7,200.0
Bakers Day,Basavanagudi,"Bakery, Desserts",3.9,200.0
New Punjabi Hotel,BTM,"North Indian, Chinese",3.7,400.0
Caramel Shake,BTM,"Beverages, Juices, Ice Cream",0.0,200.0
Ice Land,JP Nagar,"Ice Cream, Desserts",3.6,300.0
Ice Stone Creamery,Jayanagar,"Desserts, Ice Cream",3.7,400.0
Rajdhani Thali Restaurant,JP Nagar,North Indian,3.9,900.0
Chawla's 2 Online.com,Jalahalli,North Indian,0.0,800.0
Mezban Family Restaurant,Basavanagudi,"Chinese, North Indian",0.0,300.0
Mycakeshop,BTM,"Bakery, Desserts",0.0,300.0
Arabian Bites,BTM,"North Indian, Chinese",3.4,300.0
Bake and Juice,BTM,"Fast Food, Beverages",3.5,400.0
Rajvardhan Foods,Jayanagar,"Street Food, Maharashtrian",3.9,300.0
Sri Krishna Veg,Basavanagudi,South Indian,3.5,100.0
Mota Bawarchi,Basavanagudi,"North Indian, Biryani, Fast Food",0.0,300.0
Cafe 221B,BTM,"Cafe, Beverages",3.7,300.0
Desi Rasoi,Jayanagar,"Biryani, North Indian, Chinese, Rajasthani",3.8,600.0
Parathe Wali Gali,Wilson Garden,North Indian,3.9,250.0
Red Onion,Shanti Nagar,"Chinese, North Indian, Biryani, Kebab",4.3,1200.0
Baba Chatkora,Basavanagudi,"North Indian, Street Food",4.1,1000.0
Mainland China,Jayanagar,"Chinese, Momos",4.3,1700.0
Kamat Minerva,Basavanagudi,"South Indian, North Indian, Chinese",2.6,300.0
Davangere Benna Dose Hotel,Jayanagar,South Indian,4.1,100.0
Victoria Terminus,Basavanagudi,"Fast Food, Maharashtrian",0.0,250.0
Butter Cup,Basavanagudi,"Desserts, Bakery",0.0,250.0
SMM Pizzeria,Basavanagudi,"Fast Food, Pizza",0.0,300.0
New Banashankari Donne Biryani,Basavanagudi,"Biryani, North Indian",3.5,300.0
B & B The Pub,Basavanagudi,"Asian, Continental",3.6,1000.0
Lumbini Snax,Basavanagudi,"Burger, Fast Food, Italian",3.3,300.0
Cake Of The Day,Basavanagudi,Bakery,3.2,150.0
Garage Pizza,Basavanagudi,Pizza,3.2,400.0
Cakoholic,Basavanagudi,"Bakery, Desserts",0.0,650.0
Brahmin Tiffins & Coffee,Basavanagudi,"South Indian, Beverages",0.0,100.0
Parijatha,Basavanagudi,"South Indian, Chinese",0.0,400.0
Pailwan House,Basavanagudi,"Fast Food, Biryani",0.0,350.0
Mama Mys Cafe,Basavanagudi,Fast Food,0.0,300.0
Chamrajpet Chats And Juice Corner,Basavanagudi,Fast Food,0.0,150.0
Night Restro,BTM,"North Indian, Chinese",3.1,500.0
Chamrajpet Kabab Junction,Basavanagudi,"North Indian, Mughlai",3.2,250.0
Yummy Momos,JP Nagar,"Chinese, Tibetan, Fast Food",3.2,200.0
Swathi Upahara,Basavanagudi,"Biryani, Kebab, Chinese",0.0,350.0
Just Bake,Basavanagudi,"Bakery, Desserts",3.3,400.0
Shake Tat Bottle,BTM,Beverages,3.3,200.0
Gandharva Family Restaurant,Basavanagudi,"North Indian, Chinese",3.6,900.0
Kudla - Hotel Ramanashree,Richmond Road,"South Indian, Andhra, Chinese",4.1,1200.0
Hotel Ruchi Priya,Wilson Garden,North Indian,3.6,350.0
Anupam's Coastal Express,Shanti Nagar,"Seafood, Mangalorean, South Indian",4.1,600.0
You N Cane,Jayanagar,"Beverages, Juices",0.0,250.0
Polamma's Mess,BTM,"North Indian, Chinese, Biryani",4.2,300.0
Cable Car,Jayanagar,"North Indian, Italian",4.4,1000.0
Roofnic,Basavanagudi,Fast Food,3.1,300.0
Vindu Andhra Ruchulu,Jayanagar,"Biryani, North Indian, Andhra",3.8,800.0
Tawa Sagara,Jayanagar,"Mangalorean, Seafood",3.8,700.0
The Lounge - Eden Park Restaurants,Jayanagar,"North Indian, Afghani",3.7,1350.0
Freeze It,Jayanagar,Ice Cream,3.5,300.0
Mayuri,City Market,"North Indian, Chinese",4.0,650.0
Nandhini Deluxe,Jayanagar,North Indian,3.5,600.0
Hatti Punjab Di,Jayanagar,"North Indian, Chinese",0.0,600.0
Bhandary's Kitchen,Koramangala 7th Block,North Indian,3.6,300.0
Parika Multicuisine Restaurant,Richmond Road,"North Indian, Chinese, Mughlai",3.8,1200.0
Eshanya,Jayanagar,"North Indian, Chinese",4.1,1000.0
Siddique Kabab Centre,Jayanagar,"Mughlai, North Indian, Kebab, Rolls, Chinese",3.1,550.0
Cool Bites,Koramangala 4th Block,"Fast Food, Juices",0.0,200.0
Metro Military Hotel,Shanti Nagar,"South Indian, Chinese, North Indian",0.0,300.0
Shri Vinayaka Ice N Juice,Jayanagar,"Fast Food, Beverages",3.7,200.0
Kickin Burger,Jayanagar,Fast Food,3.1,400.0
Baker's Glove,Jayanagar,"Desserts, Bakery",3.3,550.0
Upahara Sagar,Jayanagar,"South Indian, North Indian, Chinese",3.0,300.0
Clove Rooftop,Jayanagar,"Konkan, Seafood",3.8,1000.0
Falafal,City Market,"Healthy Food, Juices",3.3,200.0
House of Tasty Food,Wilson Garden,North Indian,0.0,400.0
Heritage Cafe,Jayanagar,"Fast Food, Tea",3.6,200.0
Chef Master,Jayanagar,"Kerala, North Indian, Chinese",3.8,300.0
Adithya,Jayanagar,"North Indian, Chinese",3.2,400.0
Akshaya Sweets & Chats,Jayanagar,"Mithai, Street Food",0.0,200.0
Crystal Grandeur,Jayanagar,"North Indian, Chinese, Continental",0.0,600.0
Jayanagar Grill House,Jayanagar,"Biryani, Kebab",3.5,250.0
Mane Holige,Jayanagar,"Mithai, South Indian",4.3,200.0
Nagarjuna Chimney,Jayanagar,"Andhra, Biryani",4.0,600.0
Kailash Parbat,Jayanagar,"South Indian, Chinese, North Indian",3.8,1200.0
Mishra's Pedha Big Foods,Jayanagar,"Desserts, Mithai",3.9,200.0
La Casa,Jayanagar,"Continental, Italian, Chinese, North Indian",3.6,800.0
Sharma Ji Chaats And Desi khana,Jayanagar,"North Indian, Street Food",0.0,200.0
Revoli Hotel,Shanti Nagar,"South Indian, Chinese",3.5,450.0
Al-Madina Restaurant,City Market,"Arabian, North Indian, Chinese, Kerala",3.4,400.0
Alfa Family Restaurant,Wilson Garden,"North Indian, Arabian, Chinese",3.0,400.0
Al Khaleej Snacks Corner,Jayanagar,"Lebanese, Fast Food, Beverages",0.0,200.0
Trendz Corner,Jayanagar,"South Indian, North Indian",3.6,200.0
Fishland Deluxe,Jayanagar,"South Indian, North Indian, Chinese, Kebab",3.5,500.0
Hungry Lion,Wilson Garden,"Street Food, Beverages",3.0,200.0
Tarbouche,Jayanagar,"Turkish, Rolls",0.0,300.0
Adda,Shanti Nagar,South Indian,3.3,300.0
Big Bites,Jayanagar,"Chinese, Fast Food",3.6,200.0
The Taj Hotel,City Market,"Biryani, Mughlai",3.5,350.0
Vijaya Sagar,Wilson Garden,"South Indian, North Indian, Chinese",3.6,300.0
Divina - Eden Park Restaurants,Jayanagar,Desserts,4.0,400.0
Juicemaker,Jayanagar,"Juices, Fast Food",3.8,300.0
Sri Krishna Sweets,Jayanagar,Mithai,0.0,100.0
Coffee House,Jayanagar,"Beverages, Bakery",0.0,150.0
Rakesh Kumar Pani Poori,Jayanagar,Street Food,3.6,100.0
Take A Break,Shanti Nagar,North Indian,3.4,600.0
Priya Restaurant,Jayanagar,"South Indian, North Indian",0.0,250.0
Rasoi Family Restaurant,City Market,"North Indian, Chinese",0.0,300.0
Rishab Bhawan,Jayanagar,"Fast Food, Street Food",0.0,150.0
New Biryani Mane,Jayanagar,"South Indian, Biryani",0.0,400.0
The Table,Jayanagar,"Bakery, Desserts",0.0,400.0
Bengaluru Foodies,Jayanagar,"North Indian, South Indian",0.0,300.0
Aliyar Cafe Sweet Palace,Jayanagar,"Fast Food, Burger, Rolls, Beverages",0.0,250.0
Lama Restaurant,City Market,"North Indian, Chinese, Biryani",0.0,250.0
Sihi Chocolaterie,Jayanagar,Desserts,3.7,300.0
Fitbakes,Jayanagar,"Bakery, Healthy Food",3.6,400.0
MRS Paradise,Jayanagar,"South Indian, North Indian, Chinese",3.4,650.0
Babas Kitchen,City Market,"Chinese, North Indian",0.0,300.0
Murali Miltary Hotel,Jayanagar,Biryani,0.0,300.0
Sneha's Kitchen,Jayanagar,North Indian,0.0,200.0
FNP Cakes N More,Wilson Garden,Bakery,0.0,700.0
Hotel Coronation,City Market,"North Indian, Chinese, Kebab, Rolls",3.3,350.0
Kolkata Restaurant,Jayanagar,"Bengali, North Indian, Chinese",3.0,300.0
Davanagere Benne Dosa,Jayanagar,South Indian,0.0,150.0
Hyper Scoop,Shanti Nagar,"Desserts, Ice Cream",0.0,300.0
Kamat Restaurant,City Market,"South Indian, North Indian, Chinese, Desserts, Juices",3.6,400.0
Green Mango Restaurant,BTM,"Kerala, South Indian",0.0,300.0
Sk Grand Hotel,Jayanagar,South Indian,3.2,400.0
Drunken Monkey,Jayanagar,"Beverages, Fast Food",3.9,400.0
Parivar,Jayanagar,"North Indian, Chinese",3.8,500.0
Cakeport,Jayanagar,Bakery,3.4,400.0
Navab's,JP Nagar,Mughlai,0.0,600.0
Wat-a-Biryani,JP Nagar,Biryani,0.0,500.0
Petoo,Jayanagar,"North Indian, Fast Food, Street Food",3.9,800.0
Just Sandwiches,BTM,Sandwich,3.6,100.0
V B Bakery,Basavanagudi,Bakery,4.2,150.0
Corner House Ice Cream,Basavanagudi,"Ice Cream, Desserts",4.3,400.0
Amma's Pastries,Basavanagudi,Bakery,3.9,400.0
Sri Ganesh Sweets,Basavanagudi,Mithai,3.7,250.0
Frozen Bottle,Basavanagudi,"Beverages, Desserts",4.1,400.0
Sweet Truth,Basavanagudi,"Bakery, Desserts",0.0,500.0
The Bakery World,Basavanagudi,"Bakery, Desserts",3.7,250.0
Old Mumbai Ice Cream,Basavanagudi,Ice Cream,3.8,150.0
Bombay Kulfi,Basavanagudi,"Desserts, Ice Cream",0.0,150.0
Sri Rajalakshmi Sweets and Bakery,Basavanagudi,"Bakery, Mithai",0.0,500.0
Shree Mahalakshmi Sweets,Basavanagudi,"Mithai, Desserts, Bakery",0.0,100.0
Ibaco,Basavanagudi,Desserts,3.8,300.0
Cake Of Day,Basavanagudi,Bakery,0.0,150.0
Milano Ice Cream,Jayanagar,"Ice Cream, Desserts",4.5,400.0
Natural Ice Cream,Jayanagar,"Ice Cream, Desserts",4.4,150.0
Cool Joint,Jayanagar,"Beverages, Desserts",4.2,250.0
Sreeraj Lassi Bar,Jayanagar,"Beverages, Desserts",4.1,150.0
Durga Bikaner Sweets,Jayanagar,"Street Food, Mithai",3.7,100.0
Iyengar Bakery,Jayanagar,Bakery,3.7,200.0
Sweet Chariot,Jayanagar,"Bakery, Desserts, Fast Food",0.0,500.0
Apsara Ice Cream,Jayanagar,"Ice Cream, Desserts",4.1,200.0
Krusts N Krumbs,Jayanagar,"Bakery, Desserts",0.0,350.0
Cafe Coffee Day,Wilson Garden,"Cafe, Fast Food",0.0,900.0
Kulfreeze,Jayanagar,"Ice Cream, Desserts",3.9,200.0
Tea Bar,Jayanagar,"Bakery, Tea, Beverages",0.0,100.0
The Rogue Elephant,Basavanagudi,"Desserts, Asian, Beverages",4.3,1000.0
Nandhini Deluxe,Basavanagudi,"Andhra, Chinese, North Indian",3.6,800.0
Prakash Cafe,Basavanagudi,South Indian,3.4,700.0
Beetle Juice Bar - Springs Hotel & Spa,Basavanagudi,Finger Food,3.7,2200.0
The Upper Deck - Raaj Residency,Basavanagudi,"North Indian, Chinese",3.6,800.0
Chai Mane,Basavanagudi,"Beverages, Sandwich",3.2,100.0
Mavalli Tiffin Room (MTR),Basavanagudi,South Indian,4.5,250.0
Brahmin's Coffee Bar,Basavanagudi,South Indian,4.8,100.0
KFC,Basavanagudi,"Burger, Fast Food",3.8,400.0
Domino's Pizza,Basavanagudi,"Pizza, Fast Food",3.9,400.0
Pizza Hut,Basavanagudi,"Pizza, Fast Food",2.9,750.0
Polar Bear,Basavanagudi,"Desserts, Ice Cream, Beverages, Sandwich",3.9,400.0
Kadala Tarangaa,Basavanagudi,"Seafood, Chinese, South Indian, North Indian",3.7,300.0
Chinese Corner,Basavanagudi,Chinese,2.8,200.0
Subway,Basavanagudi,"Salad, Fast Food, Sandwich, Healthy Food",3.8,500.0
New Modern Hotel,Basavanagudi,South Indian,4.2,150.0
Ganesh Chats,Basavanagudi,"Street Food, Fast Food",3.7,100.0
New Udupi Anand Bhavan,Basavanagudi,South Indian,3.5,150.0
Hotel Janatha,Basavanagudi,South Indian,4.1,150.0
New Shanthi Sagar,Basavanagudi,"South Indian, North Indian, Chinese, Street Food",2.7,600.0
Faasos,Jayanagar,"North Indian, Biryani, Fast Food",3.4,500.0
Arya Vysya Refreshment,Basavanagudi,South Indian,0.0,100.0
Kesar Rajasthani Parotha Point,Basavanagudi,"North Indian, Rajasthani",3.9,200.0
Idly Mane,Basavanagudi,"South Indian, Street Food",0.0,200.0
Hotel Trupthi,Basavanagudi,"South Indian, Chinese, North Indian",0.0,200.0
Sri Idli Mane,Basavanagudi,South Indian,3.7,150.0
Chamarajpet Non Veg Restaurant,Basavanagudi,"South Indian, Biryani",3.6,200.0
Sri Vasavi Mane Thindi,Basavanagudi,South Indian,2.9,150.0
Ganga Sagar,Basavanagudi,Street Food,3.7,150.0
Joshi's Mumbai Masala,Basavanagudi,"Street Food, Fast Food",3.3,150.0
Uphara Kendra,Basavanagudi,South Indian,3.6,100.0
Hotel Girish,Basavanagudi,South Indian,3.2,300.0
Gowdru Military Hotel,Basavanagudi,"Biryani, Seafood, South Indian",3.3,150.0
Subzero Korner,Basavanagudi,Fast Food,3.3,250.0
Sticke2Waffles,Basavanagudi,"Desserts, Ice Cream",0.0,100.0
Roofnic,Basavanagudi,"Fast Food, Beverages",3.1,300.0
Five Star Chicken,Basavanagudi,Fast Food,3.3,200.0
Meghana Foods,Jayanagar,"Biryani, Andhra, North Indian, Seafood",4.5,600.0
Gufha - The President Hotel,Jayanagar,"North Indian, Mughlai, Afghan",4.1,1200.0
Once Upon a Rooftop,Jayanagar,"Pizza, Italian, Chinese, Thai",4.3,1000.0
Fusion Theory,Jayanagar,"Continental, Biryani, Desserts, Italian, North Indian, Chinese, Modern Indian, Asian",4.1,700.0
Saarangi Fine Dining,Jayanagar,"North Indian, Chinese, South Indian",3.9,450.0
Golden Oak - La Marvella Sarovar Premiere Hotel,Jayanagar,"North Indian, Continental, Chinese, South Indian",4.0,1000.0
Halli Jonne Biriyani,Jayanagar,"Biryani, Kebab",4.2,400.0
Empark Inn Restaurant,Jayanagar,"North Indian, Chinese, South Indian",3.7,350.0
Bengaluru Cafe,Jayanagar,South Indian,4.4,150.0
NV Naidu Hotel,City Market,Biryani,3.9,250.0
Taj Restaurant,City Market,"North Indian, Biryani",3.8,400.0
Brahmin Tiffins & Coffee,Jayanagar,South Indian,4.2,100.0
Uphar Dharshni,Jayanagar,"South Indian, North Indian",3.6,150.0
English Channel,Jayanagar,Finger Food,3.7,1200.0
Sarvam's,Jayanagar,"North Indian, Chinese, Continental, Pizza",3.7,550.0
Iyengar's Inn,Jayanagar,South Indian,4.1,100.0
Naidu Military Hotel,Shanti Nagar,"South Indian, Chinese, Biryani",2.7,600.0
Dose Manjanna,Jayanagar,South Indian,0.0,100.0
